,search_term,job_url,job_title,job_categories,job_location,job_employment_type,job_seniority,job_last_posted_date,job_expiry_date,job_description,job_company_name,job_company_info,job_requirement,min_salary,max_salary
335,business intelligence,/job/business-intelligence-consultant-oneaston-ad41988150f2ab35538db4631f5acaa0,Business Intelligence Consultant,Information Technology,"HONG LEONG BUILDING, 16 RAFFLES QUAY 048581",Permanent,Senior Executive,Posted 31 Dec 2018,Closing on 30 Jan 2019,"   Identify the clients’ business needs by working with Stakeholders to define business and information needs Support the translation of business needs into analytics and reporting requirements Analyse Data by gathering data from internal systems and external sources and enter information into the relevant data collection systems Validate data and perform quality control checks Develop solutions and recommendations to address information need Develop automated and logical data models and data output methods Design data reports and visualisation tools to facilitate data understanding You should have a good understanding of industry standard Data Infrastructure (e.g Warehouse, BI, Analytics, Big Data, etc) tools with the goal of providing end users with analytics at the speed of thought You should be proficient at developing, architecting, standardizing and supporting technology platforms using Industry leading BI/Reporting solutions You must be able to front end users and becoming a subject matter expert in order to architect and design our solutions and drive insights using your data visualization experience You must be strong communication, presentation, problem-solving and trouble-shooting skills ",ONEASTON PTE. LTD.,"• Major activity is to provide Consultancy, development, implementation and support services for the Private Banking and Wealth Management Industry.
• Specialises in helping financial institutions launch their Private Banking systems.
• OneAston has extensive experience in the Temenos Wealth Suite Solution
• We have a strong Asian client base with a proven track record of success 
• OneAston has developed an Asian Model Bank configuration for Triple’A which has been deployed at various sites
"," Bachelor’s degree in Business Administration, Technology or Business Finance Minimum of 3-5 years of experience working in the private banking or asset management industry in the capacity of Business Analyst You have strong data reporting and visualisation experience with the ability to tell a story and drive analytics solutions Knowledge of database design techniques and experience working with large data volume is a plus Demonstrated experience and ability to work with business users to gather requirements and manage scope Strong understanding of data warehousing methodologies, ETL processing and dimensional data modeling. Experience with a wide variety of BI tools, such as Tableau, IBM Cognos, Business Objects Prior web development experience using languages such as HTML, CSS, JavaScript Understanding of VLDB performance aspects, such as table partitioning, sharding, table distribution and optimization techniques ",3000.0,6000.0
336,business intelligence,/job/adobe-google-analytics-developer-alphatech-business-solutions-de599ee60a842ba9564963ea4a4a8711,Adobe & Google Analytics Developer,Information Technology,,Contract,Professional,Posted 31 Dec 2018,Closing on 30 Jan 2019,"The Senior Adobe & Google Analytics Developer analyzes, designs, codes, tests and implements systematic Business Intelligence solutions to meet customer requirements. He/she will provide general support to maintain applications that meet the service levels, system availability, performance and quality levels required by their customers. What you'll do:  Independently drive the design and implementation of a module and can work on necessary patterns Utilize deep understanding of Adobe and Google Analytics solutions to make appropriate decisions Provide inputs and directions to team, participates in design/code reviews and drive any performance tuning/re-factoring Design, develop and support reporting and analytics applications leveraging data integration tools Gather and translate requirements from end-users to develop and maintain the BI architecture Develop BI assets that will be used by the Business Intelligence team to build reports and dashboards as well as to perform ad-hoc analysis Implement slice of application and proofs of concept to prove any new technologies or integration scenarios in the module and provide innovative solutions to project level technical issues Assist the architect in coming up with the overall estimates for the project along with any key risks and issues and their mitigation Report accurate status, anticipate and escalate issues that might delay the work and propose suitable alternatives. In particular, to handle issues that might impact the quality or ability to deliver to timescales or estimates Estimate the implementation and deployment of the module based on module design and how the module fits into the overall project architecture, construction and testing strategy and overall project plan Write application code to meets expected quality standards by conforming to the steps of doneness defined by the project Create and maintain the design documentation for the modules he/she is responsible Coordinates with different project tracks like BA, QA, Creative, Deployment etc. Manage day-to-day relationships with technology partners, data providers and activation teams ",ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,No information added.," Bachelor's degree in Computer Science or related field preferred Minimum 5 years in systems integration and development, package implementation, and/or interactive design  Experience with Adobe & Google Analytics platform and WCM packages (AEM, Tridion, Interwoven, Fatwire, Drupal, Vignette, SharePoint or SiteCore) Hands-on experience with Java or .NET development, Flash/JSON/Web 2.0 development, SQL or Oracle DB, JMS, JUnit, AOP, Spring, Sling, Performance Tuning Hands-on experience with web technologies including XML, HTML, XHTML, CSS, AJAX, JavaScript, Webservices/SOAP/REST Experience with multiple web/app server/containers: Apache, Tomcat, Weblogic, Websphere Experience with both open source and proprietary package solutions Experience with both Waterfall and Agile methodologies Experience with multiple source control products including SVN, Git etc. Proven leadership and managerial skills to independently manage a track of work (with 5-15 people), during multiple phases of project lifecycle Pluses: Master's degree and/or specific industry domain knowledge in Retail, Insurance, Financial Services and Healthcare Sector ",6000.0,9000.0
337,business intelligence,/job/engineering-client-experience-client-onboarding-tech-regional-lead-executive-director-goldman-sachs-services-4ba6ab2ca6a4ff2110c986f8cf76415f,"Engineering, Client Experience, Client Onboarding Tech, Regional Lead, Executive Director (48515)",Banking and Finance,"ONE RAFFLES LINK, 1 RAFFLES LINK 039393",Full Time,Executive,Posted 31 Dec 2018,Closing on 30 Jan 2019,"What We Do At Goldman Sachs, our Engineers don’t just make things – we make things possible. Change the world by connecting people and capital with ideas. Solve the most challenging and pressing engineering problems for our clients. Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber threats, and leverage machine learning alongside financial engineering to continuously turn data into action. Create new businesses, transform finance, and explore a world of opportunity at the speed of markets.  Engineering, which is comprised of our Technology Division and global strategists groups, is at the critical center of our business, and our dynamic environment requires innovative strategic thinking and immediate, real solutions. Want to push the limit of digital possibilities? Start here.  Who We Look For Goldman Sachs Engineers are innovators and problem-solvers, building solutions in risk management, big data, mobile and more. We look for creative collaborators who evolve, adapt to change and thrive in a fast-paced global environment. The Operations Division is the engine room that powers Goldman Sachs, and Operations Technology is driving their industrialization through automation, digitization and orchestration. Client Onboarding Technology is a global, multi-disciplinary team responsible for software products that safely, efficiently, and transparently bring new client relationships into the firm and ensure those relationships remain compliant with all internal and external regulatory policies and firm requirements. Partnering with colleagues from Technology, the Federation and all revenue divisions, COB Tech models all processes from inception through configured-to-trade. Using business intelligence gathered from these models, the team identifies and resolves bottlenecks in the flow though automation - including rules-driven decision making, machine learning, and natural language parsing. The successful candidate will assume responsibility for the regional team of developers and project managers in Singapore and work with stakeholders from both the local and global teams to deliver commercial solutions. There will also be opportunities to assume technical responsibility for design and development of one of our flagship products. HOW YOU WILL FULFILL YOUR POTENTIAL • Support the firm's growth by reducing the time required to successfully onboard a new business relationship • Improve customer satisfaction by reducing the number of touchpoints required to successfully onboard a new relationship. • Mitigate risk by fully understanding, modelling, and satisfying all required regulatory and compliance policies. • Thrill our internal stakeholders by rapidly and correctly delivering the most important features using iterative development and automated testing. • COB Tech is a new and growing team. You will have the opportunity to influence team structure, processes, and architecture. Motivated candidates will have immediate opportunities to assume responsibility for as much as they can handle and accelerate their careers accordingly.",GOLDMAN SACHS SERVICES (SINGAPORE) PTE. LTD.,"The Goldman Sachs Group, Inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial services to a substantial and diversified client base that includes corporations, financial institutions, governments and individuals. Founded in 1869, the firm is headquartered in New York and maintains offices in all major financial centers around the world.
GOLDMAN SACHS SERVICES (SINGAPORE) PTE. LTD.
","SKILLS AND EXPERIENCE WE ARE LOOKING FOR • Experience leading, coaching, and developing a team of developers • Strong object-oriented fundamentals • Strong focus on automated testing • Strong Java skills • Independent thinking, willing to engage, challenge, and learn • Bachelors or Masters in Computer Science or related discipline • 10+ years of experience delivering software products to product, with minimal on-going support costs  Preferred Qualifications • Experience working in iterative or continuous delivery environments • Experience with test-driven development (jUnit, Mockito, Cucumber) • Experience with data (UML) or process (BPMN) modelling • Experience creating REST-ful web services • Experience with client onboarding or client due diligence systems Goldman Sachs is an equal opportunity employer. © The Goldman Sachs Group, Inc., 2018. All rights reserved",7500.0,15000.0
338,business intelligence,/job/business-intelligence-analyst-alphatech-business-solutions-5e8fbce0e793642e0718ea51c4086ce2,Business Intelligence Analyst (BI Developer),Information Technology,,Permanent,Senior Executive,Posted 30 Dec 2018,Closing on 29 Jan 2019," Create best practices for data visualization and well-illustrated graphs, tables, infographics, geographical map and reports. Good experiences in visualizing Spatial-Temporal data. Work with existing project team to determine best approach to communicating proprietary data and insights with an emphasis on accuracy/clarity in a clean, modern aesthetic. Conceptualize new dashboard templates Work with Tech specialists to connect databases to information analysis and visualization tools. Building and publishing customized interactive reports Develop and deliver new and innovative reporting, analytics solutions, data transformation and management processes. ",ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,No information added.," 3+ years of experience in data visualization, visual analytics statistics or data analysis. Experience working with Tableau, Infogram or other analysis/charting software. Experience is Visualization Javascript framework, such as D3.js, Django, etc. or equivalent. Excellent UI/infographic experience is preferred; knowledge of SQL and programming language is a plus. Familiar with a broad array of BI and data visualization tools. An analytical mind capable of simplifying complex information and identifying patterns. A passion and desire to work with vast data sets spanning a multitude of industries. Creative problem-solving skills and willingness develop new ways to explain, explore and visualize data. Highly detail-oriented, able to multi-task effectively with minimal supervision. Good communication, presentation, interpersonal skills, good team player. ",5500.0,8000.0
339,business intelligence,/job/bi-software-sales-consultant-account-manager-xplore-infocomz-solution-78b6044845de290f5aee9a589171d779,BI Software Sales Consultant / Account Manager,Information Technology,"INTERNATIONAL PLAZA, 10 ANSON ROAD 079903",Permanent,"Middle Management, Professional, Senior Executive",Posted 29 Dec 2018,Closing on 28 Jan 2019,"It is a Account Manager role to drive Sales initiatives into enterprise accounts. Responsibilities include qualifying, selling and closing new business into prospects and installed accounts. Duties and Responsibilities:  Sell value and ROI of Business Intelligence Software into business decision makers Meet and exceed direct sales goals within assigned geographic territory. Manage all aspects of the sales process including lead generation, qualification, evaluation, close and account care. Develop in depth knowledge of our product, business intelligence & analytic concepts, and our competitor’s products Effectively position and sell BI product to clients through initial phone conversations, face-to-face meetings, and product demonstrations Manage and drive multiple concurrent sales cycles effectively Qualify and forecast deals accurately Build & maintain strong client relationships to pave the way for additional future sales Manage and upsell existing clients Work effectively within a team environment to maximize revenue potential and ensure customer success. Effectively advise and influence customers through challenger selling techniques. Research the customer environment to create effective business impact models, build business cases, ROI & TCO models   ",XPLORE INFOCOMZ SOLUTION (PTE. LTD.),No information added.," 8+ years overall sales experience 3+ years of experience selling SaaS or premise-based application software solutions to C-Level.  Strong preference on BI, Analytics, Database and Big Data software experience. Consistent over-quota performance and high W2 income track record of above OTE achievement Stability – Proven history of being a top performer in a company for multiple years running A self-starter who can effectively work within a strong team culture while being independent in managing his/her business. Highest level of professional courtesy, mutual respect, and ethics Interaction with senior executives across multiple industries Strong C-level/board level communication & presentation skills Strategic, solution and challenger sales capabilities that support selling to the C-Level Ability to work in a fast pace, open, collaborative, passionate and driven environment. Ability to manage multiple priorities effectively, network internally to get things done and be accountable for his/her decisions. Negotiate effectively based on value and time to close.  Feel free to share this with your friends and colleagues, we would be happy to speak to referrals! Look forward to hearing from you! Cheers Human Resource hr@xploreinfocomz.com Registration ID:R1769680 EA License Number:18S9214  ",12500.0,15000.0
340,software developer,/job/software-applications-developer-integral-solutions-2467e37b283e54d9f37a39862624b191,Software and Applications Developer,Professional Services,3015A UBI ROAD 1 408705,"Freelance, Full Time, Flexi work",Professional,Posted 26 Jan 2019,Closing on 25 Feb 2019,"ISL are innovators and problem-solvers, building solutions in marketing, sales, operation, risk management, big data, mobile and more. We look for creative collaborators who evolve, adapt to change and thrive in a fast-paced global environment. Our applications have an enormous impact on the firm, including providing real-time views on business operation, risk tracking, automate data entry and discover insight from operational data. As the platform that centralizes all client transaction and position data, we utilize cutting edge technologies to run artificial intelligence algorithms to automatically discover rules instead of others who use hundreds of complex rules on a vast dataset to identify exceptions, risks, opportunities in a high-performance environment. The Software and Applications Developer contributes to the review and verification of business and software needs. He/She develops and maintains software in line with technical design. He/She develops and maintains software/applications in accordance to technical detailed design.  He/She participates and contributes to the review and verification of test requirements and test cases.  He/She develops test plans and implements unit testing to ascertain the functionality of software/applications. He/She prepares technical documentation and reports on software/applications development. He/She also works with Application Support Lead in resolving software/applications issues.",INTEGRAL SOLUTIONS (ASIA) PTE LTD,"INTEGRAL SOLUTIONS (ASIA) PTE LTD - ISL
ISL specialises in data mining, customer relationship management and learning solution for more than 25 years. We provide artificial intelligent based solution that automatically discover patterns from data. Our solutions have won awards from MIcrosoft and SITF (Singapore INformation Technology Federation). Our customers range from MNC to SME which include SPH, TAFEP, Adventus, Acez, Maybank, Indosat, Putien, ChilliApi, Waffletown, Commonwealth Secondary, Hougang Secondary, Greendale Primary, Barclyne College, Junyan Seconday, Bedok Town Secondary and etc.
","~ Use the latest technologies and approaches, such as IBM Watson, SPSS Modeler, Azure Machine Learning, to build well-engineered applications that advance our next generation platforms ~ Partner with our clients to understand their UX needs, and use HMTL5, CCS3, Angular/REACT and Bootstrap to enhance our UI ~  Get involved in our Big Data platforms, and work with HDFS, Hive and Spark to help improve our data storage, access and analytics processes ~ Collaborate with developers and clients across the globe in a variety of business units ~ Assess, develop, upgrade and document maintenance procedures for software, web and multimedia applications.  ~ Design and develop computer software, web and data analytics systems.  ~ Develop and direct software testing and validation procedures. ~ Direct software programming and development of documentation. ~ Modify existing software to correct errors and adapt to new hardware. ~ Research, analyse and evaluate requirements for software, web and multimedia applications. ~ Upgrade interfaces to improve performance.",2500.0,6000.0
341,software developer,/job/software-engineer-rakuten-asia-4ceb299b2385a9ee015a71aea5abb766,Software Engineer,Engineering,"CAPITAGREEN, 138 MARKET STREET 048946",Permanent,Senior Executive,Posted 26 Jan 2019,Closing on 25 Feb 2019,"Our Team Our team is empowering Rakuten’s digital marketing/ advertising activities by utilizing new technologies and upscaling unique, in-house products. Our engineers are top-notch, passionate and entrepreneurial software developers, whose goals is to deliver the ultimate customer experience.   Role Summary As a software engineer, you will work with a talented team to enhance our world-class advertisement management system, which is one of the most important assets in Rakuten. You will work collaboratively with product management, UX (design) & scrum teams to design and deliver cutting-edge customer solutions. The ideal candidate should have a good understanding of UI, cross-browser compatibility, general web functions and standards. And hands-on experience with Web Applications and programming languages such as HTML, CSS, JavaScript, JQuery and API's.   Responsibilities  Develop and deliver software platforms used across multiple products and organizational units Hands on development in building high-quality, scalable applications using RESTful Services and related technologies Utilize TDD practices to ensure delivery of high quality code with low rates of production defects Refine and improve Software Development practices by leveraging on your experience/ expertise and technology (CI/CD, cloud computing, web service development) Solve problems and create innovative prototypes and pilots through out-of-the-box, original solutions Orchestrate solutions and engineer services to ensure deployed software is scalable and reliable ",RAKUTEN ASIA PTE. LTD.,"About Rakuten Asia Pte. Ltd. 
Rakuten Asia, Regional Head Office of Asia, comprising of various business verticals such as Rakuten Ventures, Rakuten Marketing; Rakuten Rewards; Asia Tech Development Unit; Rakuten Institute of Technology and Global Marketing Office. 
Our new office, Crimson House Singapore, is located at CapitaGreen which houses Rakuten sister companies including Rakuten Travel; VIKI, Ebates, Viber & AIP.
About Rakuten Japan 
Rakuten is Japan’s leading Internet services company, largest e-commerce company in Japan, and third largest e-commerce marketplace worldwide with a combined membership of 1 billion. Rakuten have 70+ businesses and services spread across 29 countries and regions worldwide. 
Our global footprint starts from Japan to Asia, the Americas and Europe with a wide portfolio of services. Rakuten is an Eco-system of online services, providing a variety of consumer and business-focused services including e-commerce, e-reading, travel, banking, securities, credit card, e-money, portal and media, online marketing and professional sports.
For more information on Rakuten and its business, please visit http://global.rakuten.com/corp/
"," Experience in a hands-on relevant role Possess strong CS fundamentals in object-oriented design, problem solving, and complexity analysis Experience with distributed systems, caching and persistence solutions Demonstrated skill and passion for operational excellence. And able troubleshoot and identify the root cause of issues on aggressive schedules Excellent interpersonal communication and ability to effectively articulate technical challenges and solutions Customer–focused mind-set, taking pride in creating an informative data-driven journey    Essential Tech knowledge in:  HTML5, CSS3, JS, AngularJS, ReactJS Core Java 8, Spring 4.0 and above  MYSQL / Any relational DB experience. Mongo DB / Cassandra / any NOSQL experience Jenkins Maven Docker / Spark streaming Junit    Good-to-have:  Data Structure and Algorithms knowledge E Commerce platform experience Knowledge of AD marketing technology Experience building localized, Dockerizing solutions Hadoop / Hive Spring Cloud (Zuul / Ribbon / Hysterix), Spring Batch    Educational Requirements:  Degree in Computer Science or studies in other related/ relevant fields      For enquiry, please email asia-careers@mail.rakuten.com",4000.0,8000.0
342,software developer,/job/software-engineer-aspnet-c-vbnet-supreme-hr-advisory-d9ff410559de049f9ce40157ecb804fa,Software Engineer [ASP.NET /  C# /  VB.NET],Engineering,"AZ @ PAYA LEBAR, 140 PAYA LEBAR ROAD 409015",Full Time,Junior Executive,Posted 26 Jan 2019,Closing on 24 Feb 2019,"- Perform software planning, design, development and testing according to the software specification, such as database, coding design, unit test. - Able to work with the frontline people to study the requirements and propose solutions. - Documentations (such as functional design and database schema). - Ability to troubleshoot and rectify the issues in the coding",THE SUPREME HR ADVISORY PTE. LTD.,"THE SUPREME HR ADVISORY PTE. LTD.
Here at The Supreme HR Advisory, we pride ourselves on being a vibrant recruitment firm with strong Southeast Asia standing. We believe in customizing our services to cater to your unique needs. We are dedicated, enthusiastic and we take innovative approaches in customizing our services. Our depth of experience enables us to understand each industry’s challenges and provide expert advice on hiring requirements. Our goal is to leverage local knowledge and global expertise to deliver high-quality candidates specifically matched to the requirements of each of our clients worldwide.
",Dylan Then Reg No: R1878687 The Supreme HR Advisory Pte Ltd EA No: 14C7279  ,3000.0,4000.0
343,software developer,/job/software-developer-randstad-58131cb1ab04248d98662cc1aba63fe0,Software Developer,Information Technology,"SINGAPORE LAND TOWER, 50 RAFFLES PLACE 048623",Contract,Professional,Posted 25 Jan 2019,Closing on 24 Feb 2019,"about the company our client is a leading provider and trusted partner for quality document services and communications, looking for a Software Developer to expand their team which includes industry leading professionals who support portfolio of document management technologies, IT solutions, and customer communication services. about the role The software developer is expected to analyse, design, develop new UI presentation components (Web, Mobile or Device embedded) and applications based on given requirements and instructions. He/she will be responsible to integrate UI front-end with API -driven back-ends also perform research and development into advanced development technologies that may solve software problems, including performance, security, internationalization, usability.",RANDSTAD PTE. LIMITED,"   Headquartered in the Netherlands, Randstad is a Fortune Global 500 Company and the second largest recruitment & HR services provider globally. Operating in over 40 countries, Randstad employs over 567,700 people in meaningful employment everyday.         With global reach and local expertise, Randstad Singapore has over 20 years experience in the Singapore market and are dedicated to delivering high quality, consistent service to our clients and candidates.         Our passionate, consultants will provide you with career advice and opportunities that meet your career goals and aspirations. With the widest range of industry specialists across:          Accounting     Banking & Financial Services     Business Support     Engineering     Information Technology     Life Sciences     Supply Chain & Procurement     Sales, Marketing & Communications      Let us help you shape your work of work.      Search for your next career opportunity at www.randstad.com.sg/jobs or contact us on +65 6510 1350.       ","skills and experience • Technically proficient in JavaScript, HTML5/CSS3, XML/SOAP • Understanding the use of OOAD in analysis and design, UI development  • Strong problem-solving and analytical skills • Ability to work in a team as well as independently • Strong understanding of Object Oriented Design and programming languages such as Java, C, C++ • Knowledge of Unit / test-first development To apply online please use the 'apply' function, alternatively you may send your CV to sarah.yang@randstad.com.sg or contact Sarah Yang at +65 6510 3633. (EA: 94C3609/ R1657816)",3500.0,5000.0
344,software developer,/job/software-developer-%EF%BC%88mobile%EF%BC%89-way-pacific-5eeba6ab944dc7a382859f34609f6f06,Software Developer （Mobile）,Information Technology,"SUNTEC TOWER THREE, 8 TEMASEK BOULEVARD 038988",Permanent,Non-executive,Posted 25 Jan 2019,Closing on 24 Feb 2019,"·  Support the entire application lifecycle(concept, design, test, release and support) ·  Produce fully functional mobile applications writing clean code ·  Write unit and UI tests to identify malfunctions ·  Gather specific requirements and suggest solutions ·  Design interfaces to improve user experience ·  Liaise with product development team to plan new features ·  Keep up-to-date with latest technology, best practices and industry trends",WAY PACIFIC PTE. LTD.,"Way Pacific registered in 2018, the group head office is located in the Philippines, is a framework based on group corporation and development direction, into the idea of a new concept in the information technology company, specializing in construction, maintenance, and mobile Internet application services, for the group head office to provide technical support and complete business abroad. At present, the company's main products are independent research and development of each category of the Internet platform for the overseas market, to provide technical support for the Internet platform of southeast Asian nations and application services.   ","·   Degree in Computer Science or relevant education background ·   Minimum 3 years’ experience as a mobile developer (Android/ iOS) using Xcode, HTML5, React, JaveScript, AngularJS ·   Familiarity with software design principles ·   Excellent analytical skills with a good problem-solving attitude ·   Able to work independently as well as be a good team member ·   Must be analytical, self-driven and pro-active in keeping p with new technologies and programming languages ·   Able to communicate with Chinese associate",4000.0,6800.0
345,software developer,/job/software-applications-developer-orastream-fd78342cadaffc2baa5706f9916388f8,Software and Applications Developer,Information Technology,,Permanent,Executive,Posted 25 Jan 2019,Closing on 24 Feb 2019,"OraStream is a digital audio technology company.  The OraStream Service is an end-to-end, network adaptive audio streaming platform that enables end-users to purchase/download and subscribe/stream digital lossless and high res audio recordings via servers and content delivery networks. It is used to power a new generation of cloud and mobile music streaming services for the Neil Young Archives, primephonic and Presto Music.  We are seeking a Software and Applications Developer to join the technical and production team. The candidate  will work under guidance of the CTO in developing, documenting, testing and releasing software application changes. The main job responsibilities are as follows: (a) work within a team to complete software development projects for the OraStream platform and application services (b) work with existing source code and bug tracking software following defined testing procedures and documentation (c) document software program design, coding, and maintain source code to allow for future changes (d) develop test plans and perform unit testing for software change releases    ",ORASTREAM PRIVATE LIMITED,"ORASTREAM PRIVATE LIMITED With a mission to reshape mobile cloud music, OraStream enables the delivery of digital music of record labels and consumer personal libraries in lossless and high-resolution audio quality. We operate a digital supply chain to distribute 16-bit/44.1 kHz and 24-bit, up to 192 kHz resolution audio to consumers via downloads and streaming on personal computers and mobile devices. OraStream's core technology is based on patents-approved technologies for network adaptive audio streaming. The digital audio coding technology (MPEG-4 SLS) enables licensed music services to display the Record Industry Association of America's Hi-Res MUSIC logo mark on their landing page or next to an individual album or track. . ","A relevant polytechnic or university qualification in computer science or software systems is necessary.  Minimum of one year experience in software development and programming is preferred though not essential. You should be a self-starter, an excellent team player and have strong communication skills. We are a small team so you'd need to be able to communicate well, work independently and expect you to learn and pick up new or essential development skills on-the-job.",2500.0,4000.0
346,software developer,/job/telecom-software-system-developer-skyline-communications-apac-27c211917cd9c139a112a8dc1b563e46,Telecom software system developer,"Engineering, Information Technology, Telecommunications",37 CRAIG ROAD 089675,Full Time,"Fresh/entry level, Professional",Posted 25 Jan 2019,Closing on 24 Feb 2019,"As a Telecom Software System Developer, you will be joining a team of talented telecom and software engineers who work with cutting edge software technology that is capable of communicating with thousands of different devices and is deployed by leading broadcast and telecom companies around the world. Every day, you will have the opportunity to use new state-of-the-art technologies and be involved in implementing advanced solutions for prestigious broadcast and telecom companies. You will literally be building links between users and devices, with the objective to manage complex technological ecosystems more easily and intuitively than ever before.  develop front- and back-end applications for high-performance device communication a healthy work-life balance a competitive wage with extra benefits a challenging and stimulating work environment     ",SKYLINE COMMUNICATIONS APAC PTE. LTD.,"Skyline Communications is the global leading supplier of multi-vendor network management and OSS software solutions for the broadcast, satellite, cable, telco and mobile industry. Our flagship DataMiner network management platform, which received various prestigious awards, enables end-to-end integration of the most complex technical ecosystems and has been deployed by leading operators around the world.
","Responsibilities  develop front- and back-end applications for high-performance device communication work together with team members to analyze client needs and provide first-class solutions work closely together with our Technical Account Managers to understand the overall scope of projects and implement customer requirements become a specialist in one or more devices or in a particular technology domain, depending on your personal interests and capabilities grow as a technological expert and share your knowledge by guiding and teaching other team members  Competencies  you are a creative, fast learner with a great passion for software development you are eager to understand how complex devices and systems function in telecom and broadcast systems you have an eye for detail with the ability to capture all corner cases and to deliver high quality results you can adapt very quickly and enjoy digging beneath the surface to understand how things work you are a team player and like to take the initiative to move the team and projects forward    Typical education A bachelor, master or doctorate degree in ICT, Software and/or Telecom. Basic qualifications for consideration This position requires that you work from our offices located in Singapore. Good verbal and written communication skills in English. What’s in it for you?  a competitive salary with extra benefits a healthy work-life balance a stimulating, challenging, and fast-evolving technological environment work in an international company while still enjoying the advantages of a small-company culture be part of a team that has a disruptive impact on the global telecom and broadcast industry gain experience with a vast array of cutting-edge technologies enjoy long-term stable employment grow in your career thanks to in-house training courses, choosing from a variety of professional options ",2000.0,4000.0
347,software developer,/job/software-platform-developer-sciente-consulting-34ac68aac6e3f590926bc470eefa5ed1,Software Platform Developer (JD#4847),Information Technology,"THE SIGNATURE, 51 CHANGI BUSINESS PARK CENTRAL 2 486066","Contract, Full Time","Professional, Senior Executive",Posted 25 Jan 2019,Closing on 24 Feb 2019,"An exciting opportunity as Software Platform Developer to research, design and build new enterprise platform using microservices architecture for cutting edge transportation solutions.",SCIENTE INTERNATIONAL PTE. LTD.,"Sciente International Pte Ltd (A member of Sciente group): An ISO9001:2015 certified, multi-award winning, specialist Technology Recruitment and IT Talent Management Solutions provider for large conglomerates, MNCs across the industries and government sector. Three years in a row, we have been voted the best recruitment firm for IT & Engineering positions by HRM Asia Awards 2018/2017/2016.  Our value-added services:   - Training & Advisory Services - Managed services (Retained Search, Rapid Team Formation, IT Recruitment Process Outsourcing)  - On-boarding Outsourcing and  - Contingent IT Recruitment (permanent/contract) solutions across the levels. ","Mandatory Skillsets  Degree in Information Technology or Computer Science; Experienced in at least 1 whole lifecycle of software development and design using Java and/or microservices; Good experience on open source technologies i.e. Kafka, ActiveMQ, RabbitMQ,Cassandra, MongoDB, Storm, Zookeeper, Camel etc; Good understanding of Agile Development and experience in development Continuous Integration , Continous Delivery (CI/CD) pipelines ; Well verse in design pattern, web services, Service Oriented Architecture and build tools i.e. Maven, Grade, Ant; Keen learner and good understanding of emerging technologies/platforms with the desire to keep up with Digital trends; Strong communication and documentation skills , adaptable and a team player.  Desired Skillsets  Knowledge in Infrastructure-As-A-Service or Platform-As-A-Service is preferred; Knowledge in Linux or Windows Shell environment is preferred.  Roles & Responsibilities   Act as a Technical Lead responsible for the design and implementation of cloud based microservices system applications for high availability and scalabilitiy; Build and design enterprise platforms i.e.: 	 Containers-based applications; Data schematics, data persistence and database transactions; Application Security and system integration;   Collaborate with infrastructure technical teams and suppliers to implement the solution and system; Take on research and development projects to design, build and implement various enterprise and cloud platforms; Write and provide technical specifications for tender proposal; Develop technical specifications, coding, implementation, integration, documentation and user guide according to agreed standards.  Should you be interested in this opportunity, please send your updated resume to apply@sciente.com at the earliest.  Confidentiality is assured, and only short-listed candidates will be notified. EA License: 07C5639",4000.0,8000.0
