,search_term,job_url,job_title,job_categories,job_location,job_employment_type,job_seniority,job_last_posted_date,job_expiry_date,job_description,job_company_name,job_company_info,min_salary,max_salary
658,software developer,/job/senior-j2ee-developer-alphatech-business-solutions-937abd0ee888f028f4471191727ac4c2,Senior J2EE Developer,Information Technology,,Contract,Professional,Posted 16 Jan 2019,Closing on 15 Feb 2019,"  Design and develop high-volume, low-latency applications for critical systems, delivering high-availability and performance.  Contribute in all phases of the development lifecycle.  Write well designed testable, efficient code; Ensure designs are in compliance with specifications.  Prepare and produce releases of software components.  Support continuous improvement by investigating alternatives and technologies and presenting these for architectural review  Java, J2EE, spring, Hibernate will be the primary technologies used supplemented by strong technical appreciation of Oracle databases & GWT/GXT.  The candidate will apply internal standards for re-use, architecture, testing and general best practices.  The candidate will work closely with solution development team, interfacing team, functional team, business team, operation team, compliance team, and global/regional program/project stakeholders. This is a highly visible role in the organization requiring a combination of project management, technical and interpersonal skills to be successful. Responsible and accountable for the coordinated management of multiple projects delivery directed toward strategic business, regulatory and other organizational objectives Interface with regional and global stakeholders to facilitate project lifecycle successfully ",ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,No information added.,6000.0,6800.0
659,software developer,/job/senior-python-developer-chandler-macleod-group-fe3a9161c1ad2bbb22a9ada873054c7a,Senior Python Developer,Information Technology,,Contract,Senior Executive,Posted 16 Jan 2019,Closing on 15 Feb 2019,"Are you a passionate programmer who is experienced in Python and a strong interest in software engineering? Read on- Our client is an iconic household brand with considerable success over the last decade and their products are used worldwide. This role will see you work on existing business critical web applications, automate the manual process, help scale and grow, design and implement new applications and products.   Responsibilities:  Analyze the current manual processes for multiple areas and identify potential areas that can be automated or transformed to digital application (web or mobile) Create architecture, logical diagram or flow charts, wireframe of the application prior to commencing the development work Design an efficient & effective UI to achieve a positive User Experience and ensure its effectiveness Develop automation scripts, web or mobile application based on the requirements Using Agile principles work on APIs and write codes for the agreed actions ",CHANDLER MACLEOD GROUP PTE. LTD.,"Chandler Macleod Group is Australasia’s leading provider of integrated HR services, products and technologies. Chandler Macleod helps people and organisations to reach their full potential by enhancing their human resource strategy and practices to support achievement of their goals. This is delivered through provision of Permanent, Temporary and Contract Staffing, Psychometric Assessment, HR Consulting Services, Managed Workforces, Outsourcing and Payroll & HR technologies. In delivering these services, Chandler Macleod helps organisations to plan for their future workforce needs, source the best talent for their business, assess the potential of individuals and teams, develop skills to increase the effectiveness of employees, team and organisations and manage a safer, more efficient and productive workplace. Chandler Macleod was founded in 1959 and now operates throughout 5 countries, including Australia, New Zealand and Asia, and is headquartered in Sydney. ",7000.0,14000.0
660,software developer,/job/python-developer-chandler-macleod-group-2fb4ce8c659593df873bc810afc03e5f,Python Developer,Information Technology,,Contract,Senior Executive,Posted 16 Jan 2019,Closing on 15 Feb 2019,"Are you a passionate programmer who is experienced in Python and a strong interest in software engineering? Read on- Our client is an iconic household brand with considerable success over the last decade and their products are used worldwide. This role will see you work on existing business critical web applications, automate the manual process, help scale and grow, design and implement new applications and products. Responsibilities:  Analyze the current manual processes for multiple areas and identify potential areas that can be automated or transformed to digital application (web or mobile) Create architecture, logical diagram or flow charts, wireframe of the application prior to commencing the development work Design an efficient & effective UI to achieve a positive User Experience and ensure its effectiveness Develop automation scripts, web or mobile application based on the requirements Using Agile principles work on APIs and write codes for the agreed actions ",CHANDLER MACLEOD GROUP PTE. LTD.,"Chandler Macleod Group is Australasia’s leading provider of integrated HR services, products and technologies. Chandler Macleod helps people and organisations to reach their full potential by enhancing their human resource strategy and practices to support achievement of their goals. This is delivered through provision of Permanent, Temporary and Contract Staffing, Psychometric Assessment, HR Consulting Services, Managed Workforces, Outsourcing and Payroll & HR technologies. In delivering these services, Chandler Macleod helps organisations to plan for their future workforce needs, source the best talent for their business, assess the potential of individuals and teams, develop skills to increase the effectiveness of employees, team and organisations and manage a safer, more efficient and productive workplace. Chandler Macleod was founded in 1959 and now operates throughout 5 countries, including Australia, New Zealand and Asia, and is headquartered in Sydney. ",3500.0,7000.0
661,software developer,/job/net-developer-eps-computer-systems-c6c09f3e0400f9c71334df9c558dc128,.NET Developer,Information Technology,"SPORE BUSINESS FEDERATION CTR, 160 ROBINSON ROAD 068914",Contract,Junior Executive,Posted 16 Jan 2019,Closing on 15 Feb 2019,"Responsibilities: • Analyse process/program specifications & translate specifications to program codes, conforming to program guidelines and programming best practices • Make changes to configurable items, which include hardware, software, documentation, etc. It covers configuration management planning, configuration identification, configuration controls & audits • Develop unit test package, execute tests & document test results to ensure the quality of the program • Assist in the integration testing, system testing, User Acceptance Test (UAT) & implementation activities to fix the reported problems/bugs of the system to ensure the smooth execution of programs in the production environment",EPS COMPUTER SYSTEMS PTE LTD,"EPS COMPUTER SYSTEMS PTE LTD is a leadin IT services company and specialist in

IT Contract Staffing
IT Manpower Outsourcing
IT Technical Support Services
IT Consultancy Services
Service Desk / Contact Centre Management 

",3500.0,5000.0
662,software developer,/job/senior-embedded-software-engineer-bizhub-asia-da17350e93a00bf9b5bfef11910eabbe,Senior Embedded Software Engineer,"Information Technology, Telecommunications","UB. ONE, 81 UBI AVENUE 4 408830",Permanent,Executive,Posted 16 Jan 2019,Closing on 15 Feb 2019," Design, develop and test embedded software for satellite communications products. Responsible in maintaining, documenting or make changes to the existing software. Troubleshoot and supports hands on debug, assisting the test campaign and technical support to internal and external customers. Perform code review to ensure quality of firmware. ",BIZHUB ASIA PTE. LTD.,"Bizhub Asia Group is a specialist Search and Selection Firm that has established a leading presence in the professional recruitment Industry. We work extensively on a global basis across all major industies. We exceed your expectations and bring forward excellent service to all our clients. Qualified or interested candidates, please kindly apply in through emailing your CV to us at: jobs.bizhub@gmail.com To facilitate faster application processing, please utilize the email stated and not Apply Now or Send Email links in this website.  We regret that only shortlisted candidates would be notified.  EA License No: 08C2822 Bizhub Asia Pte Ltd www.bizhubasia.com ",3000.0,5000.0
663,software developer,/job/software-engineer-alphatech-business-solutions-790bd44892bd8d774aea69477099de6e,Software Engineer,Information Technology,,Contract,Executive,Posted 16 Jan 2019,Closing on 15 Feb 2019," Conduct and/or participate in the requirement gathering and confirmation sessions Software Development in .NET Architecture Platform, driver, application and utilities development works To work across a wide range of countries, people, solve business issues and liase closely with partners Help drive strategic business growth in region by understanding products, solutions. May be required to perform pre/post-sale support and training. Discover , document, and analyze key customer business processes Produce documentation that includes user requirement specifications and change request specifications Effectively scope Software projects, working with project management team on scheduling and resource usage ",ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,No information added.,5500.0,8000.0
664,software developer,/job/principal-advisory-software-engineer-alphatech-business-solutions-4595305d30fa3807ad254f57728172dd,Principal  /  Advisory Software Engineer,Information Technology,,Contract,Professional,Posted 16 Jan 2019,Closing on 15 Feb 2019," Actively engage in the creation of new disruptive and transformational products and services through an understanding of the end user and rapid prototyping in an iterative agile delivery environment. Understand the essence of a concept and work independently and continuously improve on the underlying idea, which leads to the implementation of a viable and creative product. Apply user experience and design concepts that fuse with software elements to create truly immersive and user centric front end software. Develop and leverage various front­end web framework and components to visualize data, solve problems and uncover new opportunities, resulting in usable prototypes. Develop web and mobile applications ensuring best possible quality, performance and responsiveness of applications, including the identification and resolution of performance bottlenecks and issues. Monitor quality and performance of applications on production and continuously improve user experience. Senior members will lead squads (scrum teams) dedicated in the implementation of Proof-of-Concepts (POCs), Prototypes and Pilots with strategic customers Promote customer advocacy by engaging with strategic customers, country affiliates and business partners on the formulation of POCs, Prototypes and Pilots in associated documentation Support the Technology Development Managers / Directors to prioritize concept requests at each stage of the OIC process (e.g. ideation, concept validation, agile prototyping)  Hands-on Involvement in the roadmap planning, design, architecting and coding of the POCs, Prototypes and Pilots Engage in the whole DevOps lifecycle from the development, testing, deployment, maintenance and operations of products and services Participate in the building and enhancement of a robust pipeline to support the automation of various development associated tasks to achieve continuous integration and delivery Proactively devise innovative solutions by constantly broadening and deepening the skillsets, and attaining awareness of trends and development in the technical domain to address latest challenges faced by various industries Identify best practices from industry and implement new and evolve methodology as appropriate  Achieve higher rate, quality and lower cost of prototyping, experimentation, and concept pilots by leveraging Design Thinking, Agile methodologies, best practices and reuse  Create Intellectual Property (IP) in the form of patents, publication of papers in the relevant areas that is tightly aligned to the strategic direction of the GSD Thought leadership in the application of the latest technology to address challenges in Public Safety and to pioneer innovations that promotes the eminence of the GSD ",ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,No information added.,7000.0,9000.0
665,software developer,/job/software-engineer-power-automation-35bcc8f1366138a19770bfa94b4c6f2a,SOFTWARE ENGINEER,Engineering,28 AYER RAJAH CRESCENT 139959,Full Time,Executive,Posted 16 Jan 2019,Closing on 15 Feb 2019," Software Configuration and Management using Rational Clear Case and RCS Database Modeling and Parameterization (Oracle) Scripting using Java Scripts, Perl, ksh, csh, bsh, bash Software Development using C, C++, Pascal, SQL, Java, HTML, XML, etc Functional and Integration Testing Site Commissioning of delivered SCADA/DMS/EMS systems Warranty support and maintenance for delivered projects Overseas travelling is expected ",POWER AUTOMATION PTE LTD,"Merging power with innovation Power Automation is a joint venture formed in 1996 between SP Group and Siemens, providing innovative and cutting-edge technologies that help to deliver Power System Control, Substation Automation, Smart Grid and Metering, and Protection Systems.   Leading up to 1996, there was a marked increase in competition and decrease in operating margins of electric utilities, due to the deregulation and unbundling of energy production and transport processes in Singapore.   Taking on the role as a systems integrator well-versed in utility automation solutions based on open-systems technologies while adhering strictly to industry standards, we produce quality products and services to our clients and customers.   The nature of our company as a partnership is unique in that we are formed between two giants in the industry – which has afforded us with extensive years of experience in the industry, strengthening existing relationships with our clients while forging new and robust ones along the way.   Our passion is power   As we deliver our services with a core commitment to quality, we are also backed by a strong after-sales service that takes you through implementation to execution and maintenance, with minimal hassle. Furthermore, our strategic location in the hub of Southeast Asia affords us the ability to bring you the support you need with ease.   Your focus on maximising productivity is our priority, as we use information technology and a keen sense of understanding what you need to reinvent traditional solutions, powering you ahead with modern technology. ",,
666,software developer,/job/mainframe-developer-techcom-solutions-consultancy-26a8fa409c7353152645e705cb9faa93,Mainframe Developer,"Banking and Finance, Information Technology","SHENTON HOUSE, 3 SHENTON WAY 068805","Contract, Full Time",Senior Executive,Posted 16 Jan 2019,Closing on 15 Feb 2019," Code, modify, test, correct and document new and existing programs using assigned languages, tools and coding conventions; Code, modify, test, correct and document new and existing JCLs; Analyse the program specification to produce all testing condition and produce test data based on identified test conditions; Prepare JCL to load DB2 table or define VSAM files with the extracted test data for performing the various tests, eg stress test, regression test, performance test etc. When tested successfully, repeat the process for creating production DB2 & VSAM files; Prepare and maintain program and system documentation; Assist in establishing file structures and processing logic requirements; Produce deliverables according to group standards and procedures; Assist Project Leaders in the study and design of application systems and work coordination, project management and user training work; Troubleshooting and supporting end-users in the implementation and maintenance of application systems; Train other contract programmers in the relevant skills;   Participate in Disaster Recovery activities eg simulation exercises at Disaster Recovery site; Learn / pick up new programming skills related to System Development and Maintenance as assigned by the supervisors; and/or Any other tasks related to System Development and Maintenance as may be assigned by the supervisors. ",TECHCOM SOLUTIONS & CONSULTANCY PTE. LTD.,No information added.,5000.0,6500.0
667,software developer,/job/senior-php-developer-alphatech-business-solutions-2cb5f4e903ea4486764b55665d1c8373,Senior PHP Developer,Information Technology,,Permanent,Senior Executive,Posted 16 Jan 2019,Closing on 15 Feb 2019," Develop, implement and maintain web functionalities Work with Project Lead/ Manager to propose technical solution  Liaise with designer to implement the UI/UX elements for web and mobile interfaces Troubleshoot production problems and provide user support. Design and conduct tests ",ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,No information added.,5500.0,6500.0
668,software developer,/job/senior-developer-tableau-alphatech-business-solutions-46a7d27bb9c3b616854d4c86c35922cf,Senior developer - Tableau,Information Technology,,Permanent,Professional,Posted 16 Jan 2019,Closing on 15 Feb 2019,"Responsibilities include understanding requirements, architecture design, development of reports and dashboards using Tableau. This is a technical position providing hands-on delivery role, working with the cross-functional teams, while ensuring excellent cross functional relationship.   Job Details:  Responsible for end to end design, coding, testing, review and implementation using Tableau server Additional responsibilities include troubleshooting, maintenance, and optimization or enhancement of existing processes Partner with engineering leads and architects to define & coordinate technical design. Design and code reviews to ensure standards and quality level for the build Prepare technical documentations on the deliverables Identify, define and implement best practices for process improvements for SDLC management ",ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,No information added.,6000.0,8500.0
669,software developer,/job/sap-blockchain-developer-alphatech-business-solutions-6c39e567e9e66f1dccbdf1e0b0d55c9a,SAP Blockchain Developer,Information Technology,,Permanent,Professional,Posted 16 Jan 2019,Closing on 15 Feb 2019,You will be part of a technology-focused group that is built to creatively engineer new solutions applying Blockchain to business applications for our client while working in a start-up-like environment and atmosphere. Your ability to produce quality code and strength in combining engineering excellence with a strong interest for the latest technologies make you an ideal fit for this position. This is an ideal role for a very focused and ambitious individual who is able to work in a high-pressure environment.,ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,No information added.,7000.0,9000.0
670,software developer,/job/mobile-application-developer-alphatech-business-solutions-91b2eea4722110e7e723ab7c88880a1f,Mobile application Developer,Information Technology,,Permanent,Executive,Posted 16 Jan 2019,Closing on 15 Feb 2019,"·         Design and develop the next generation Mobile platform components to support  Enterprise Mobile Applications. ·         Write high-quality, maintainable code with automated tests to prove it ·         You will be working with  cross functional team and collaborating to create the applications and implement API's. ·         Evolve the mobile platform by learning new full stack tools and technologies and open source tools ·         Contribute to the development of the standards, and best practices ",ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,No information added.,6000.0,8500.0
671,software developer,/job/midas-developer-alphatech-business-solutions-46c986c2dd51861cd3ec4045ec22ca0d,MIDAS Developer,Information Technology,,Permanent,"Manager, Professional",Posted 16 Jan 2019,Closing on 15 Feb 2019," General Operating, monitoring and special run related activities for FBM/FITAS and linked interfaces Analysis of incident, documentation of analysis, resolution and liaise with user. ",ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,No information added.,6500.0,8500.0
672,software developer,/job/full-stack-developer-alphatech-business-solutions-18f90c37192edb28353b082bc7653f14,Full stack developer,Information Technology,,Permanent,Senior Executive,Posted 16 Jan 2019,Closing on 15 Feb 2019," Hands-on Design & Development, Deployment & Support of JavaScript based platforms, frameworks, and applications Interact with Product Architects to deliver applications meeting Business Objectives Document and follow best design and development practices ",ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,No information added.,7000.0,9500.0
673,software developer,/job/blockchain-developer-alphatech-business-solutions-7526177e7782ef65888977a41e22382c,Blockchain developer,Information Technology,,Permanent,Professional,Posted 16 Jan 2019,Closing on 15 Feb 2019," Develop platform of cryptocurrency exchange as payment type for purchase based system. Integrate current transaction system with major Blockchain currencies (BTC, BCH, ETH, EOS, LTC) Strong understanding on readily published blockchain API. Strong understanding on blockchain technologies. Capable of explaining fundamental and technical details to the project leader or direct superior.   Collaborate with cross-functional teams to define, design and build new blockchain based distributed applications Work with both on-chain and off-chain services to build end to end applications Build rapid prototypes and work on fast paced projects Create new blockchain related applications from existing prototypes Identify and resolve defects and performance issue Maintain code quality, security, organization and automation. ",ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,No information added.,5500.0,8000.0
674,software developer,/job/hyperion-developer-encora-technologies-b5f5476de2438a3e0a65e9cde127d4f9,Hyperion Developer,Banking and Finance,"THE SIGNATURE, 51 CHANGI BUSINESS PARK CENTRAL 2 486066",Contract,Senior Executive,Posted 16 Jan 2019,Closing on 15 Feb 2019," Responsible on the development of budgeting and forecasting related projects/Change Requests and ensure deliverables are in good quality. Develop functionalities to cater business requirements using Hyperion Planning solutions. Develop Unix Shell script to execute Essbase/Planning functions or to manipulate data. Design and build dependency on Control-M jobs Support UAT cycle, troubleshoot the issues and provide bug fixes Participate in user requirements gathering and able to provide impact analysis and efforts estimation Responsible to raise remedy ticket for required changes in controlled environments Responsible to migrate deliverables objects using Aldon migration tools. ",ENCORA TECHNOLOGIES PTE. LTD.,"
	ENCORA TECHNOLOGIES PTE. LTD.
",6000.0,8000.0
675,software developer,/job/senior-software-engineer-android-quantum-inventions-265630d6460711287c85269edbf770c0,Senior Software Engineer - Android,Information Technology,"CONTINENTAL BUILDING, 80 BOON KENG ROAD 339780","Permanent, Full Time","Professional, Senior Executive",Posted 16 Jan 2019,Closing on 15 Feb 2019, Implement parts of Android mobile application Developing new feature and debugging existing software Collaborate closely with the product management team to define and implement features Identify and resolve incompatibly issues between the wide range of Android versions and devices. ,QUANTUM INVENTIONS PRIVATE LIMITED,"Quantum Inventions (QI) is in the business of providing mobility intelligence to consumer, corporations & governments leveraging on our integrated suite of mobility applications, enterprise logistics & analytics platforms QI sells products and solutions, today, in Singapore, Malaysia, Thailand, Indonesia, Phillipines and Sri Lanka.  QI will be expanding into Vietnam and India shortly. In Singapore, QI sells navigation software under the Galactio brand, tracking under the SGTrack brand.  In a short time span, from its incorporation in 2006, QI has grown to be a formidable company in ITS solutions, dynamic traffic information services and connected navigation.  QI has won numerous awards: Young Innovator Award under the Land Transport Excellence Awards in 2010 (by the Ministry of Transport of Singapore), and Red Herring Top 100 Asia awards in 2011.  QI’s clients include blue-chip companies such as: Singapore Telecom, Land Transport Authority of Singapore, Vodafone (Middle East), Aapico Hitech (Thailand), Toyota Tsusho, Google, Ministry of Defense (Singapore), Port of Singapore Authority (PSA).  QI has grown over 80% CAGR in the last two years and is growing leaps and bounds in SE Asia – Singapore, Malaysia, Thailand, Indonesia, & Philippines. ",6000.0,8000.0
676,software developer,/job/software-engineer-sciente-consulting-17ce6b1b31b9098a8c326ac66ea971e8,(Senior) Software Engineer,Information Technology,"THE SIGNATURE, 51 CHANGI BUSINESS PARK CENTRAL 2 486066","Contract, Full Time","Junior Executive, Senior Executive",Posted 16 Jan 2019,Closing on 15 Feb 2019,An exciting opportunity as a (Senior) Software Engineer  to work within leading entertainment industry to help develop and transform their critical application as part of their digital initiatives.,SCIENTE INTERNATIONAL PTE. LTD.,"Sciente International Pte Ltd (A member of Sciente group): An ISO9001:2015 certified, multi-award winning, specialist Technology Recruitment and IT Talent Management Solutions provider for large conglomerates, MNCs across the industries and government sector. Three years in a row, we have been voted the best recruitment firm for IT & Engineering positions by HRM Asia Awards 2018/2017/2016.  Our value-added services:   - Training & Advisory Services - Managed services (Retained Search, Rapid Team Formation, IT Recruitment Process Outsourcing)  - On-boarding Outsourcing and  - Contingent IT Recruitment (permanent/contract) solutions across the levels. ",4000.0,8000.0
677,software developer,/job/integration-analyst-sap-wms-encora-technologies-ee7e7dae66577f8c218e94a2299d8b92,Integration Analyst - SAP WMS,Information Technology,"THE SIGNATURE, 51 CHANGI BUSINESS PARK CENTRAL 2 486066",Contract,Middle Management,Posted 16 Jan 2019,Closing on 15 Feb 2019,"Experience in SAP EDI,  Liaison -WMS system such as Manhattan software Should have experience on mapping from SAP to 3rd party WMS tool. 12 months renwewable contract",ENCORA TECHNOLOGIES PTE. LTD.,"
	ENCORA TECHNOLOGIES PTE. LTD.
",4000.0,7000.0
678,software developer,/job/deep-learning-engineer-creadits-40f4ce6c2ed2895ac23be9ca36128195,Deep Learning Engineer,Information Technology,"CAPITAL TOWER, 168 ROBINSON ROAD 068912",Full Time,Professional,Posted 16 Jan 2019,Closing on 15 Feb 2019,"About The Company Creadit’s has reinvented digital advertising. The world's largest advertisers are already on our platform:  World's largest ride-hailing apps World's largest e-commerce marketplaces World's largest gaming companies World's leading apparel companies  A single global marketplace for advertising talent, using a unified currency - Creadits. Creadits are used globally to acquire anything required to start advertising - graphic design, video shoots, writing, campaign management, training, even data. The Creadits platform will provide a global view of talents and opportunities to get involved in projects. A global talent pool can set values for Creadits, trading transparently. Global talent will no longer be trapped by borders or exchange rates. Creadits unlocks and unifies advertising, across any platform, and any geography. More than facilitating transactions, the Creadits platform can make creative and strategic recommendations, improving and predicting campaign outcomes.   Are you someone who can solve challenging problems? You don’t just know how to code, more importantly, you know how to tackle problems innovatively. Programming language is merely a tool for you, making an impact is your real goal. Creadits uses data-driven and AI-centric approaches to disrupt the way advertising used to be done. We are not an advertising agency. Instead, we help advertisers remove their reliance on agencies and achieve greater performance while spending less time on managing campaigns. We are a team of people with diverse skill sets including deep learning, software engineering, computer vision, DevOps, statistics, and data engineering, and analytics. With core R&D of the company being the team's main responsibility, we do not limit your job scope, or, your potential. The only limit you may have is yourself.   Role & Responsibilities  Start with one of our core products, such as understanding video ads content, automatic generation of image/video ads, etc. Develop ideas and create algorithms on image/video processing projects. Capable of starting a project from idea development to implementation. Collaborate well with your fellow teammates. ",CREADITS PTE. LTD.,"A single global marketplace for advertising talent, using a unified currency - Creadits.
Creadits are used globally to acquire anything required to start advertising - graphic design, video shoots, writing, campaign management, training, even data. T
he Creadits platform will provide a global view of talents and opportunities to get involved in projects. A global talent pool can set values for creadits, trading transparently.
Global talent will no longer be trapped by borders or exchange rates. Creadits unlocks and unifies advertising, across any platform, and any geography.
More than facilitating transactions, the Creadits platform can make creative and strategic recommendations, improving and predicting campaign outcomes.
",6500.0,8500.0
679,software developer,/job/software-testing-engineer-alphatech-business-solutions-6f62a6e615f9b69ed46f349f4bc291e7,Software Testing Engineer,Information Technology,,Permanent,Senior Executive,Posted 16 Jan 2019,Closing on 15 Feb 2019, Translate Functional Specification Document into Teradata scripting Writing complex SQL programs ,ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,No information added.,6000.0,8000.0
680,software developer,/job/senior-software-testing-engineer-alphatech-business-solutions-a3a8cc1a0825f094713eb64f370fb245,Senior Software Testing Engineer,Information Technology,,Contract,Professional,Posted 16 Jan 2019,Closing on 15 Feb 2019, Translate Functional Specification Document into Teradata scripting Writing complex SQL programs ,ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,No information added.,6800.0,8000.0
681,software developer,/job/software-engineer-jdbc-soap-saml-oauth-websphere-supreme-hr-advisory-3a5aadfc72aecc0bdd332ddfec1099a8,Software Engineer [JDBC /  SOAP /  SAML /  OAuth /  Websphere],Engineering,"AZ @ PAYA LEBAR, 140 PAYA LEBAR ROAD 409015",Full Time,Junior Executive,Posted 16 Jan 2019,Closing on 15 Feb 2019,"- Design, develop, and maintain i-Sprint AccessMatrix product suite to provide strong authentication, Single Sign-On (SSO), and authorization solution to enterprises - Provide training for i-Sprint professional service team on i-Sprint AccessMatrix product features - Third level support to assist i-Sprint customer service and professional service teams to troubleshoot and solve customer issues ",THE SUPREME HR ADVISORY PTE. LTD.,"THE SUPREME HR ADVISORY PTE. LTD.
Here at The Supreme HR Advisory, we pride ourselves on being a vibrant recruitment firm with strong Southeast Asia standing. We believe in customizing our services to cater to your unique needs. We are dedicated, enthusiastic and we take innovative approaches in customizing our services. Our depth of experience enables us to understand each industry’s challenges and provide expert advice on hiring requirements. Our goal is to leverage local knowledge and global expertise to deliver high-quality candidates specifically matched to the requirements of each of our clients worldwide.
",4000.0,5000.0
682,software developer,/job/software-engineer-apar-innosys-c6421678623f3101f63f1ccc29b0a1a2,Software Engineer,Information Technology,"SGX CENTRE II, 4 SHENTON WAY 068807",Contract,Executive,Posted 16 Jan 2019,Closing on 15 Feb 2019,"You will be working in a team responsible for the development, integration, enhancement, and maintenance of corporate business systems on the Google platform. The scope of duties involves gathering user requirements, analyzing, designing, programming, testing and deployment of Google applications. You will also be responsible for application support and problem solving during office hours.",APAR INNOSYS PTE. LTD.,"APAR INNOSYS PTE. LTD.
",4500.0,6750.0
683,software developer,/job/software-engineer-government-technology-agency-851371179ad85e96964bba34b6f4250a,Software Engineer (Blockchain DApps),"Information Technology, Public / Civil Service","MAPLETREE BUSINESS CITY, 10 PASIR PANJANG ROAD 117438",Full Time,Middle Management,Posted 16 Jan 2019,Closing on 31 Mar 2019,"The Government Digital Services (GDS) Team aims to spearhead the digital transformation of government. GDS was established to develop new capabilities focusing on strategic systems of engagement where ICT provides a differentiating factor to citizens. The team functions to deliver digital information and transactional services leveraging on Agile Application Development, Analytics, User Experience Design, Design Thinking and Web Application Performance Optimization.    If you are looking for opportunities to collaborate with leading industry experts and be surrounded by highly-motivated peers, we welcome you to join GDS.    What to Expect:   Work with a team of expert developers to develop blockchain-based decentralized applications for public sector applications Lead the development of smart contracts and the performance of blockchain integration with existing applications Establish and maintain the environments in which blockchain solutions can be implemented (i.e. development, testing and production environments) Maintain a continuous integration pipeline for the development and testing of applications Educate clients and internal development teams on the blockchain-related elements of the stack Work in other areas of the team (e.g. front-end/back-end development) when required   How to Succeed:    Good understanding of and experience in continuous integration tools and blockchain test/management tools (e.g. Truffle, Ethereum) Experience in developing Solidity smart contracts Good working knowledge of at least 3 of the following:  Node.js and related tools Javascript, C++, & GoLang experience (added advantage) Testing Troubleshooting Distributed computing Common IPC/RPC methods and patterns Solid OS / networking fundamentals Industry standard network architecture Low level assembly coding (added advantage) Cryptography (added advantage)   Ability to work collaboratively within a high-performing team  Experience in working within a consultancy environment is an added advantage  ",GOVERNMENT TECHNOLOGY AGENCY,"
	The Government Technology Agency (GovTech) aims to transform the delivery of Government digital services by taking an ""outside-in"" view, putting citizens and businesses at the heart of everything we do. We also develop the Smart Nation infrastructure and applications, and facilitate collaboration with citizens and businesses to co-develop technologies.
",5000.0,8000.0
684,software developer,/job/senior-software-engineer-emporio-analytics-ef76e877d0c6df1df4ce5d736904d0cf,senior software engineer,Information Technology,,Full Time,Professional,Posted 16 Jan 2019,Closing on 15 Feb 2019," You are leading the design, development, deployment and improvement of our production web client, API and microservices in the area of data analytics and data visualisation to create powerful data tools for our clients and internal team; You develop web and server side prototype features based on new tech and new data analytics challenges; You work closely with our project team, data engineers, consultants, data scientist and data visualization experts to ensure smooth implementation and seamless end-user experience. You quickly develop prototypes to implement new features; You plan and document technical specifications for features or system design; Together we build a technology development culture, which allows you to quickly but quality-oriented respond to priority changes and establishes an attractive culture where bright people like to work. ",EMPORIO ANALYTICS PTE. LTD.,No information added.,7000.0,9000.0
685,software developer,/job/senior-data-scientist-dathena-science-1af5f319534f59046d96ab2d06bf9797,Senior Data Scientist,"Information Technology, Sciences / Laboratory / R&D","ONE GEORGE STREET, 1 GEORGE STREET 049145",Full Time,Executive,Posted 16 Jan 2019,Closing on 15 Feb 2019,"Reports to - Chief Science Officer (PhD) and Solution Architect   About Dathena Science   Dathena is a Swiss and Singaporean company developing data governance software based on machine learning algorithms. Dathena is the most complete and accurate data governance platform and is the only solution to easily classify and manage data with this level of accuracy while helping companies to comply with regulations. Using cutting edge machine learning technology, Dathena sift through all unstructured data allowing to regain full control on company’s information. Job Purpose:  We are looking for a Data Scientist with more than 5 years experience, that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Ph.D in related fields will be Your primary focus will be in ​ applying data mining, machine learning, deep learning, computer vision and natural language processing techniques, doing statistical analysis​ , and ​ building high quality predictionsystems integrated with our products by ​ improving and extending the features used by our existingmodels, by ​ developing internal testing procedures​ , and ​ enhancing our system for automated frauddetection​ While it is essential that the Data Scientist brings efficient and effective behavior to increase theproductivity of the organization, is it also critical that the intern retain the creative spark that drivesDathena’s vision and values.   ",DATHENA SCIENCE PTE. LTD.,"Dathena is a Swiss and Singaporean company developing data governance software based on machine learning algorithms. Dathena is the most complete and accurate data governance platform. Dathena is the only solution to easily classify and manage data with this level of accuracy while helping companies to comply with regulations. Using cutting edge machine learning technology Dathena sift through all of unstructured data allowing to regain full control on company’s information.  The velocity and density of information in digital business has significant business benefits due to the insights it creates. However, it exposes new risks on how to protect this data and new privacy challenges to guide its appropriate use. Digital business requires a new view on security and privacy, one that is driven by the level of risk appetite and enablement of business and technology strategy. 
",4000.0,8000.0
